YEAR,MONTH,STATE,GRP,SUB_GRP,DESCRIPTION,RURAL,URBAN,COMBINED,STATUS
2014,December,ALL India,3,,Clothing and footwear,123.3,120,122,F
2015,January,ALL India,3,,Clothing and footwear,124,120.2,122.5,F
2015,February,ALL India,3,,Clothing and footwear,125,120.6,123.3,F
2015,March,ALL India,3,,Clothing and footwear,125.5,120.9,123.7,F
2015,April,ALL India,3,,Clothing and footwear,126,121.3,124.1,F
2015,May,ALL India,3,,Clothing and footwear,126.8,121.6,124.7,F
2015,June,ALL India,3,,Clothing and footwear,128,122.3,125.7,F
2015,July,ALL India,3,,Clothing and footwear,128.3,122.7,126.1,F
2015,August,ALL India,3,,Clothing and footwear,129,122.9,126.6,F
2015,September,ALL India,3,,Clothing and footwear,129.9,123.2,127.2,F
2015,October,ALL India,3,,Clothing and footwear,130.6,123.6,127.8,F
2015,November,ALL India,3,,Clothing and footwear,131.5,124.2,128.6,F
2015,December,ALL India,3,,Clothing and footwear,131.9,124.5,129,F
2016,January,ALL India,3,,Clothing and footwear,132.6,124.9,129.5,F
2016,February,ALL India,3,,Clothing and footwear,133.4,125.3,130.2,F
2016,March,ALL India,3,,Clothing and footwear,133.8,125.5,130.5,F
2016,April,ALL India,3,,Clothing and footwear,134.4,125.8,131,F
2016,May,ALL India,3,,Clothing and footwear,134.8,126.2,131.4,F
2016,June,ALL India,3,,Clothing and footwear,135.6,126.6,132,F
2016,July,ALL India,3,,Clothing and footwear,136.5,126.9,132.7,F
2016,August,ALL India,3,,Clothing and footwear,137.1,127.3,133.2,F
2016,September,ALL India,3,,Clothing and footwear,137.8,127.7,133.8,F
2016,October,ALL India,3,,Clothing and footwear,138.8,128,134.5,F
2016,November,ALL India,3,,Clothing and footwear,139.2,128.5,135,F
2016,December,ALL India,3,,Clothing and footwear,139.7,128.8,135.4,F
2017,January,ALL India,3,,Clothing and footwear,140,129,135.6,F
2017,February,ALL India,3,,Clothing and footwear,140.2,129.3,135.9,F
2017,March,ALL India,3,,Clothing and footwear,140.8,129.6,136.4,F
2017,April,ALL India,3,,Clothing and footwear,141.6,130,137,F
2017,May,ALL India,3,,Clothing and footwear,141.8,130.2,137.2,F
2017,June,ALL India,3,,Clothing and footwear,142.3,130.2,137.5,F
2017,July,ALL India,3,,Clothing and footwear,143.5,130.4,138.3,F
2017,August,ALL India,3,,Clothing and footwear,144.5,131.4,139.3,F
2017,September,ALL India,3,,Clothing and footwear,145.2,132,140,F
2017,October,ALL India,3,,Clothing and footwear,146.2,132.6,140.8,F
2017,November,ALL India,3,,Clothing and footwear,147.3,133.5,141.8,F
2017,December,ALL India,3,,Clothing and footwear,147.2,134,142,F
2018,January,ALL India,3,,Clothing and footwear,147.5,134.4,142.3,F
2018,February,ALL India,3,,Clothing and footwear,147.8,134.7,142.6,F
2018,March,ALL India,3,,Clothing and footwear,148.3,135.2,143.1,F
2018,April,ALL India,3,,Clothing and footwear,149.1,136.2,144,F
2018,May,ALL India,3,,Clothing and footwear,149.8,137,144.7,F
2018,June,ALL India,3,,Clothing and footwear,150.3,137.4,145.2,F
2018,July,ALL India,3,,Clothing and footwear,150.6,137.9,145.6,F
2018,August,ALL India,3,,Clothing and footwear,151.3,138.3,146.1,F
2018,September,ALL India,3,,Clothing and footwear,151.3,139.1,146.5,F
2018,October,ALL India,3,,Clothing and footwear,149.8,139.7,145.8,F
2018,November,ALL India,3,,Clothing and footwear,150.8,140.5,146.7,F
2018,December,ALL India,3,,Clothing and footwear,150.8,140.8,146.8,F
2019,January,ALL India,3,,Clothing and footwear,149.9,141.1,146.4,F
2019,February,ALL India,3,,Clothing and footwear,149.9,141.4,146.5,F
2019,March,ALL India,3,,Clothing and footwear,150.1,141.6,146.7,F
2019,April,ALL India,3,,Clothing and footwear,150.1,142,146.9,F
2019,May,ALL India,3,,Clothing and footwear,150.7,142.2,147.3,F
2019,June,ALL India,3,,Clothing and footwear,150.7,142.4,147.4,F
2019,July,ALL India,3,,Clothing and footwear,151,143.5,148,P
